policy_renewal_number,policy_premium_band,customer_age,location_code,location_score,market_segment,policy_type,payment_frequency,customer_education_level,customer_occupation_sector,policy_category_two,policy_cover_level,customer_email_verified,payment_method,is_joint_policy,policy_excess,customer_home_ownership,customer_credit_one,customer_credit_two,customer_credit_three,customer_salary_band,customer_age_scaled,customer_gender,additional_customer_flag,policy_item_category,claim_flag
8,0,41,3,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,2,0,2,0
2,0,43,20,150,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,34,2,0,1,0
6,0,47,11,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,0,0,13,0
2,2,52,20,318,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,50,2,0,15,0
5,1,47,17,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,3,0,11,0
1,0,52,4,318,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,50,2,0,10,0
6,0,50,11,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,3,0,3,0
3,0,38,20,56,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,26,3,0,2,0
12,0,53,20,337,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,52,0,0,5,0
5,0,41,5,112,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,31,3,0,11,0
11,0,43,11,150,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,34,0,0,15,0
0,0,56,11,393,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,57,1,0,3,0
12,0,44,20,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,2,0,9,0
4,3,43,4,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,2,0,3,0
0,3,35,20,0,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,21,2,0,11,0
1,0,40,21,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,0,0,10,0
0,1,41,17,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,0,0,13,0
5,0,45,17,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,0,0,14,0
11,1,41,20,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,2,0,3,0
12,2,43,20,150,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,34,2,0,13,0
0,3,48,15,243,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,43,0,0,4,0
6,0,41,15,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,2,0,3,0
0,0,41,4,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,2,0,1,0
12,2,40,15,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,2,0,7,0
0,0,55,20,375,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,55,0,0,13,0
11,2,61,20,487,5,3,1,1,6,4,2,,1,0,700,3,456,773,424,2,65,2,0,6,0
7,0,44,11,168,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,36,2,0,8,1
6,3,47,17,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,0,0,3,0
0,0,41,11,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,0,0,12,0
7,0,48,5,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,2,0,9,0
8,0,39,21,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,3,0,0,0
1,0,40,17,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,3,0,9,0
3,3,43,2,150,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,34,2,0,12,0
0,0,44,15,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,0,0,3,0
10,1,43,2,150,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,34,2,0,11,0
7,0,48,20,243,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,43,3,0,7,0
11,3,56,20,393,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,57,0,0,12,0
10,1,40,4,93,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,29,0,0,5,0
10,2,53,5,337,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,52,0,0,14,0
0,2,42,17,131,0,9,2,6,2,6,2,,0,0,350,3,174,431,431,2,33,2,0,14,0
3,0,47,17,225,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,41,2,0,13,0
5,0,54,15,356,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,53,0,0,2,1
11,1,39,20,75,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,27,3,0,3,0
11,1,41,20,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,2,0,11,0
11,1,52,5,318,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,50,0,0,5,1
1,0,36,15,18,0,9,2,9,2,6,2,,0,0,350,2,174,431,431,2,22,0,0,13,0
11,1,53,15,337,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,52,2,0,1,0
6,1,41,1,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,0,0,8,0
10,1,44,4,168,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,36,2,0,3,0
8,2,40,11,93,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,29,1,0,0,0
8,3,41,20,112,4,8,1,9,6,2,6,,1,0,700,0,452,802,536,0,31,0,0,12,0
11,0,44,11,168,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,36,0,0,8,1
4,0,37,6,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,2,0,10,0
2,2,35,21,0,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,21,0,0,15,0
10,0,41,20,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,2,0,14,0
2,2,53,7,337,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,52,0,0,14,0
0,0,54,15,356,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,53,2,0,7,0
0,0,44,17,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,3,0,4,0
9,2,49,21,262,5,2,1,4,7,8,2,,0,0,700,3,455,999,910,5,45,0,0,8,0
7,0,40,15,93,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,29,1,0,3,0
2,0,45,4,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,0,0,0,0
12,0,40,20,93,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,29,0,0,14,0
0,0,35,17,0,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,21,2,0,0,0
12,2,49,1,262,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,45,2,0,1,0
6,0,40,15,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,2,0,13,0
5,2,37,21,37,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,24,1,0,5,0
9,1,37,18,37,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,24,3,0,13,0
10,1,49,1,262,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,45,2,0,6,0
11,1,53,20,337,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,52,2,0,0,0
0,0,54,20,356,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,53,0,0,4,0
7,1,39,4,75,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,27,0,0,7,0
2,0,39,11,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,2,0,3,0
0,3,38,6,56,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,26,3,0,13,0
5,1,41,15,112,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,31,2,0,14,0
0,0,38,19,56,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,26,0,0,1,0
1,0,45,21,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,1,0,14,0
8,0,48,16,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,0,0,7,0
5,2,49,1,262,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,45,2,0,13,0
0,0,35,19,0,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,21,3,0,0,0
0,1,44,17,168,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,36,2,0,4,0
2,2,35,20,0,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,21,0,0,3,0
5,0,45,15,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,3,0,7,0
11,1,62,20,506,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,67,2,0,5,1
5,0,49,17,262,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,45,2,0,13,0
10,2,61,20,487,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,65,0,0,12,0
5,2,40,5,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,1,0,10,0
10,0,56,20,393,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,57,3,0,3,0
9,0,61,21,487,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,65,0,0,0,0
10,1,36,17,18,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,22,2,1,8,1
5,2,45,17,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,0,0,5,0
5,1,45,16,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,0,0,1,0
10,0,47,19,225,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,41,0,0,2,0
0,1,39,5,75,3,1,2,9,0,5,1,,0,0,700,1,190,0,686,0,27,2,0,6,0
7,0,44,11,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,2,0,6,0
3,2,40,21,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,2,0,3,0
3,2,42,17,131,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,33,2,0,9,0
5,2,56,17,393,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,57,2,0,14,0
7,3,44,11,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,2,0,14,0
8,1,44,11,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,3,0,2,1
7,3,37,21,37,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,24,2,0,3,0
2,3,48,1,243,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,43,2,0,4,0
11,2,53,20,337,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,52,2,0,2,1
10,1,38,19,56,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,26,0,0,12,0
6,1,44,4,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,2,0,2,0
0,0,44,11,168,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,36,0,0,10,0
1,2,45,11,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,0,0,15,0
4,0,47,17,225,1,0,2,9,8,9,2,,0,0,0,3,0,118,200,0,41,0,0,14,0
6,1,39,5,75,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,27,2,0,4,0
5,2,39,15,75,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,27,2,0,12,0
1,0,63,15,525,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,69,2,0,2,0
10,1,38,15,56,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,26,2,0,12,0
4,1,46,20,206,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,39,0,0,0,0
0,0,44,11,168,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,36,2,0,8,0
2,0,35,4,0,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,21,0,0,1,0
3,2,35,10,0,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,21,0,0,1,0
10,0,46,21,206,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,39,0,0,11,0
2,2,54,11,356,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,53,2,0,14,0
11,3,45,15,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,0,0,3,0
0,0,57,1,412,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,58,2,0,13,0
10,0,40,4,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,0,0,15,0
9,0,51,21,300,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,48,2,0,0,0
6,1,47,20,225,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,41,2,0,5,1
9,0,43,20,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,2,0,15,0
10,2,45,2,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,0,0,9,0
9,2,39,5,75,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,27,2,1,8,1
12,0,59,20,450,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,62,2,0,3,0
1,1,50,2,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,1,0,13,0
11,1,57,11,412,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,58,0,0,6,0
11,2,41,20,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,3,0,12,0
10,0,60,20,468,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,64,0,0,0,0
1,0,49,15,262,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,45,2,0,11,0
0,2,40,11,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,1,0,2,0
2,0,40,9,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,0,0,11,0
12,3,39,20,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,2,0,1,0
10,3,48,20,243,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,43,2,0,14,0
5,0,45,19,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,0,0,11,0
7,1,40,1,93,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,29,3,0,11,0
10,1,35,20,0,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,21,2,0,11,0
10,0,44,4,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,1,0,0,0
9,0,41,6,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,2,0,15,0
0,1,40,19,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,1,0,11,0
1,0,41,17,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,2,0,0,0
12,0,41,20,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,0,0,7,0
10,0,52,20,318,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,50,2,0,6,0
4,0,43,20,150,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,34,1,0,8,0
6,0,52,0,318,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,50,2,0,3,0
10,0,36,5,18,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,22,2,0,14,0
10,2,40,3,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,2,0,3,0
0,1,47,19,225,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,41,0,0,1,0
10,1,42,5,131,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,33,1,0,9,0
11,2,53,20,337,4,8,1,9,6,2,6,,1,0,700,0,452,802,536,0,52,0,0,3,0
0,1,40,1,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,2,0,15,0
9,0,39,4,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,2,0,4,0
9,1,43,20,150,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,34,2,0,9,0
5,2,37,21,37,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,24,3,0,1,0
11,0,41,11,112,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,31,2,0,9,0
6,0,48,0,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,0,0,2,1
1,2,50,13,281,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,46,0,0,14,0
5,0,37,21,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,2,0,10,0
11,1,52,20,318,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,50,3,0,12,0
0,2,37,17,37,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,24,1,0,14,0
10,3,60,20,468,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,64,0,0,14,0
2,2,35,20,0,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,21,2,0,5,0
0,1,44,20,168,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,36,1,0,15,0
5,0,38,20,56,5,2,1,4,7,8,2,,0,0,700,2,455,999,910,5,26,3,0,12,0
10,1,47,11,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,0,0,11,0
6,3,35,21,0,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,21,2,0,0,0
0,0,56,21,393,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,57,3,0,0,0
11,3,44,21,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,0,0,7,0
10,0,41,11,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,2,0,8,0
11,0,52,17,318,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,50,1,0,1,0
2,3,49,20,262,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,45,2,0,9,0
6,0,36,11,18,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,22,0,0,7,0
6,0,39,18,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,0,0,11,0
6,0,40,3,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,0,0,9,0
0,0,40,21,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,2,0,7,0
0,4,47,11,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,2,0,4,0
6,1,41,20,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,2,0,10,0
4,0,39,15,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,2,0,5,0
0,0,39,15,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,0,0,11,0
6,1,36,20,18,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,22,0,0,0,0
0,1,51,21,300,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,48,2,0,14,0
1,0,39,20,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,0,0,0,0
1,2,42,18,131,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,33,0,0,8,0
2,2,57,19,412,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,58,0,0,3,0
0,0,35,0,0,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,21,0,0,8,0
5,0,46,20,206,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,39,0,0,2,1
6,0,40,15,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,2,0,3,0
7,3,39,19,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,2,0,4,0
10,1,40,4,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,0,0,3,0
4,1,47,5,225,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,41,0,0,2,0
0,3,46,11,206,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,39,2,0,6,0
12,4,50,11,281,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,46,0,0,11,0
9,0,43,11,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,3,0,11,0
10,3,36,11,18,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,22,0,0,6,0
3,0,36,19,18,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,22,0,0,7,0
0,0,40,0,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,3,0,13,0
0,0,43,3,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,0,0,2,0
10,2,49,3,262,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,45,2,0,0,0
2,0,40,17,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,0,0,13,0
11,1,55,17,375,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,55,0,0,2,0
3,0,41,0,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,0,0,11,0
4,2,47,15,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,2,0,8,0
7,2,39,2,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,0,0,3,0
7,1,53,17,337,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,52,1,0,7,0
1,2,55,19,375,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,55,2,0,8,0
10,0,40,20,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,2,0,0,0
1,1,41,17,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,2,0,2,0
0,0,58,5,431,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,60,0,0,9,0
2,0,48,15,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,1,0,0,0
12,3,54,20,356,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,53,0,0,8,0
9,2,49,11,262,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,45,2,0,14,0
3,2,40,18,93,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,29,2,0,14,0
10,2,40,4,93,4,7,1,1,6,3,2,,1,0,700,3,332,773,424,2,29,0,0,5,0
9,3,40,5,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,2,0,4,0
0,0,50,11,281,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,46,2,0,4,0
4,3,48,11,243,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,43,3,0,9,0
2,1,40,0,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,3,0,0,0
11,2,44,1,168,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,36,0,0,10,0
4,0,40,8,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,1,0,13,0
3,0,57,1,412,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,58,2,0,9,0
12,1,40,17,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,1,0,11,0
0,2,49,20,262,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,45,2,0,12,0
11,2,54,11,356,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,53,2,0,10,0
9,0,45,19,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,0,0,14,0
0,1,45,11,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,2,0,6,0
0,3,43,21,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,2,0,11,0
0,1,39,11,75,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,27,3,0,7,0
11,2,47,20,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,2,0,4,0
8,0,40,11,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,0,0,15,0
10,0,56,21,393,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,57,0,0,2,0
10,5,56,20,393,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,57,2,0,11,0
10,1,53,19,337,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,52,2,0,12,0
9,0,45,16,187,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,38,2,0,12,0
0,0,38,6,56,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,26,2,0,2,0
12,2,53,17,337,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,52,0,0,1,0
4,1,35,20,0,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,21,2,0,4,0
10,3,41,20,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,0,0,2,0
12,2,43,4,150,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,34,0,0,8,0
7,0,40,11,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,0,0,1,0
11,1,39,20,75,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,27,1,1,5,1
0,1,44,20,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,2,0,1,0
1,4,41,3,112,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,31,2,0,15,0
8,2,40,16,93,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,29,2,0,9,0
5,0,47,20,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,2,0,14,0
4,0,35,15,0,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,21,3,0,6,0
11,2,57,20,412,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,58,0,0,1,0
0,0,40,0,93,0,9,2,6,2,6,2,,0,0,350,3,174,431,431,2,29,0,0,15,0
4,2,39,20,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,2,0,5,0
6,0,54,17,356,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,53,0,0,1,0
0,3,42,17,131,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,33,0,0,9,0
5,0,49,1,262,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,45,0,1,8,1
7,0,36,17,18,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,22,0,0,14,0
0,0,54,21,356,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,53,0,0,3,0
0,0,54,17,356,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,53,2,0,8,1
3,0,47,20,225,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,41,0,0,11,0
2,4,50,18,281,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,46,0,0,4,0
7,0,58,21,431,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,60,0,0,7,0
4,1,48,18,243,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,43,2,0,11,0
10,3,38,11,56,0,9,2,6,2,6,2,,0,0,350,3,174,431,431,2,26,2,0,1,0
9,2,48,11,243,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,43,3,0,6,0
10,0,55,11,375,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,55,0,0,8,0
1,0,44,13,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,0,0,9,0
3,2,46,15,206,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,39,3,0,12,0
10,3,39,20,75,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,27,2,0,0,0
2,0,45,0,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,2,0,9,0
3,0,37,1,37,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,24,0,0,11,0
1,0,56,17,393,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,57,0,0,13,0
